candidate_id,manual_label,manual_notes,window_text,source_party,target_party,date,year,speaker,heuristic_positive_hits,heuristic_negative_hits,heuristic_score,heuristic_label,heuristic_label_binary,ann_kisi1,ann_kisi2,ann_kisi3,ann_kisi4,ann_kisi5,final_label,is_human_verified
cand_10129,,, uygulamanin sonucudur ki anayasa ihlallerini her alanda pervasiz ve curetkar bir sekilde yapmaya devam eden bir siyasi iktidar anlayisi ve uygulamasiyla karsi karsiyayiz. degerli arkadaslarim mustesar mustesar yardimcisi genel mudur genel mudur y,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-10-19,2006,Atilla Kart,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_07038,,,ederek sozlerime baslamak istiyorum yuce meclisi saygiyla selamliyorum. degerli arkadaslarim cumhuriyet halk partisi ve ak parti gruplari milletvekilleri olarak ortaklasa verdigimiz onergelerle olusan yurt disinda yasayan vatandaslarimizin sorunlar,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-28,2005,Ali Rıza Gülçiçek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03826,,,biz sizleri bir sikintidan kurtarmak icin yaptik. sizin elinizde bir dayanak olsun... cunku aylarca bu meseleyle ilgili hukumet gundemimizde yoktur dediniz grubumuzda boyle bir dusunce yoktur dediniz. biz bir kanun teklifi verince gecmisin aynisi ,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2005-02-23,2005,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_02303,,,lediyelerimize proje karsiligi bir katki sunuluyordu maalesef iki yildir bu katki da sunulamaz durumda. sonucta merkezi hukumet merkezi idare yerele yetkilerini bir turlu devretmek istemiyor. dolayisiyla yerel yoneticilerimiz buralara gelip basta ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-07-07,2004,Yaşar Tüzün,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06095,,,aliminda -gumruk birliginde olmamiza ragmen- kisitlama uygulamalari anlasilmaz bir uygulamadir. bunun kaldirilmasi icin hukumet gerekeni yapmalidir. dunya uretiminin yuzde 40 ini karsilayan ispanya rekoltesinde yasanilan olumsuz hava kosullari ned,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-11-22,2005,Türkan Miçooğulları,0,1,-0.5,negative,negative,,,,,,negative,False
cand_09871,,,suna bakiyorum avrupa dan sorumlu devlet bakani sayin ali babacan i bu surec icerisinde biraz yetersiz goruyoruz. sanki akp bu avrupa birligi surecini almis rafa kaldirmis. zaten avrupa birligi de bu surecte o da soguk buzdolabina kaldirmis. k,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-09-27,2006,Hüseyin Güler,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05602,,,i kabul etmekten cekinmemistir. issizlik ulkemizde giderek artmaktadir. 2004 yili katilim oncesi ekonomik programa gore iktidar 2005-2007 yillarinda issizlik oraninin yuzde 10 civarinda kalmasini ongormektedir. yuksek issizlik orani ozel sektorde ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-07-01,2005,Hüseyin Ekmekcioğlu,1,3,-0.4,negative,negative,,,,,,negative,False
cand_09524,,,um kesimlerine kadar siyasi partilerin cok cesitli yoneticilerine kadar yapilan tespitler ve teshisler karsisinda acaba adalet ve kalkinma partisi iktidar olarak gereken tespiti ve teshisi dogru olarak yapabildi mi elbette buna cevap olarak tespit ve teshisi dogru y,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-06-29,2006,Feridun Ayvazoğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01838,,,k dolgunlastirmak... bakin 10 madde olarak mini bir paket olarak getirdik diyebilecegimiz bir tasari olarak karsimizda. hukumet goreve geldigi gunden beri yok sistemini degistirme konusunda istekli gozukmekle birlikte aslinda bu konuda attigi adim,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-05-12,2004,Berhan Şimşek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11961,,, kayisi birlik uzerinde oynanan oyunlar tipki fiskobirlik uzerinde oynanan oyunlarin aynisidir. degerli arkadaslarim bu hukumet kayisida oldugu gibi findikta da afete karsi duyarsiz kalmis kendi belirlemesi oldugu halde yaklasik 252 trilyon lirasi,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-03-27,2007,Gürol Ergin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07103,,,i engellemiyor ve anayasa mahkemesi bir kere daha bu kanunu geriye gonderecek. burada gulen arkadaslara soyluyorum eger iktidar doneminiz kalirsa ve bu parlamentoda kalirsaniz biz burada tekrar size soracagiz. bu sefer hangi hukuki kalibin arkasin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-28,2005,Mehmet Küçükaşık,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14065,,,ri oncesinde turkiye nin iki onemli sorunu bulunmaktaydi. bunlar yolsuzluk ve yoksulluk idi. cumhuriyet halk partisi de adalet ve kalkinma partisi de bu konuyu secimlerde sikca isledik yolsuzluk yapanlardan hesap soracagiz dedik yetim hakki yiyenlerden yedikleri par,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-01,2003,Osman Kaptan,1,4,-0.5,negative,negative,,,,,,negative,False
cand_12827,,,a gureba edebiyati yapiyorsunuz. nasil olur da adi yolsuzluga bulasmis birisinin davalari yargitaya gitmesin diye butun akp grubu gelip burada el kaldirir bu yolsuzluklarin hesabini sormaz meydanlara cikiyorsunuz diyorsunuz ki biz yolsuzluklar,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-25,2007,Kemal Kılıçdaroğlu,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_01500,,,an issizler ordusu universite mezunu olup hala kahvehane koselerinde bekleyen ogrencilerimizin feryatlari. issiz sayisi hukumet oldugunuzdan bu yana 14 000 000 dan 15 000 000 a cikti. kahvehaneleri doldurmus halk yiginlari milletvekilleri gelse de,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-27,2004,Ramazan Kerim Özkan,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_07904,,,memur arkadaslarimizin farkli maas almalari o insanlarda psikolojik olarak rahatsizlik dogurmuyor mu degerli arkadaslar akp iktidari seffafliktan yana olacagini devlete daha sicak bakilacagini imf ye karsi gercekten tavir alacagini... ama imf ,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-03-09,2006,Hüseyin Özcan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_00175,,,hlalidir yasanin tuzugun arkasindan dolasmaktir. simdi karsilastirdik eskisiyle yenisi arasinda bazi farklar var. sonra akp grup baskanvekili ve arkadaslarinin bir onergesi var.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-07-01,2003,Mustafa Özyürek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_15352,,,ptiginiz temel bir yanlisla yuz yuze karsi karsiya getirmeye gayret edecegim. gecen haftaya donelim isterseniz. degerli adalet ve kalkinma partisi grubuna mensup degerli milletvekili arkadaslarim gecen haftayi kisaca bir animsayin. ne oldu gecen hafta yine boyle bir,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-06-01,2003,Haluk Koç,0,3,-0.75,negative,negative,,,,,,negative,False
cand_07451,,,rda vergi ve benzeri uygulamalarin tartisma olmaktan cikmasi mumkun degildir. hele hele de ak parti iktidari gibi artik iktidar rehavetine neredeyse tamamen teslim olmus bir iktidarda vergi ve primlerin sorun olmaktan cikmasi olasi degildir. bugun,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-02-07,2006,İbrahim Özdoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01737,,, mensubundan aldigim yeni bir habere gore elazig bir ayda tam 45 trilyon lira bu kacak etten zarar gormektedir. degerli hukumet yetkilileri konuya dikkatinizi cekmek istiyorum. yine bir hafta kadar once iktidar milletvekillerinden erzurum milletve,Anavatan Partisi,Adalet ve Kalkınma Partisi,2004-05-04,2004,Dursun Akdemir,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05219,,,re anlatmak istiyorum. ulkemizde gecmiste yasanan ekonomik krizlerin etkileri kim ne derse desin aradan gecen zamana ve hukumet tarafindan ekonominin duzeltildigi yonunde pembe bir tablo cizilmesine ragmen artarak devam etmektedir. esnaf sanatkar ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-16,2005,Halil Ünlütepe,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03751,,, yapici olarak yasama meclisi olarak bizim gorunen bilinen uc mecburumuz var uc dayatmacimiz var izin verirseniz bunlar hukumet imf ve avrupa birligidir. bunlar bazen ic ice geciyor. hukumetimiz kendi istegini imf istegiymis gibi ya da avrupa birl,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-02-17,2005,Yakup Kepenek,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01547,,, surada bizim gosterdigimiz duyarliligi siz de gosterirsiniz diye bekliyorum. yoksa sizi suclamak gibi bir niyetim yok. adalet ve kalkinma partisi cumhuriyete karsidir demek istemiyorum.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-28,2004,Ali Topuz,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14358,,,um getirecek ve her birimizin orman koylusunden yanayiz dememizin samimiyetinin bir ifadesi olan onergesini reddetmekle akp li arkadaslarimizin ne kadar orman koylusunun yaninda oldugunu bir kez daha yuce meclis onunde gormus olduk cunku bedel,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-04-01,2003,Erdal Karademir,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07515,,,a olacaktir. bizim bununla ilgili duzenlememiz var. plan ve butce komisyonunda da bunu gundeme getirdik ama ne yazik ki akp li plan ve butce komisyonu uyesi arkadaslarimizin oylariyla reddedildi. yine gorusmekte oldugumuz yasada prim borclarin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-14,2006,Ali Kemal Deveciler,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03498,,,hmal edilmis uzerinde turlu oyunlar oynanmis hizmet olanaklari ve butcesi ozellikle kisitlanmaya calisilmistir. simdiki hukumet de her konuda oldugu gibi burada da sorunu cozmekle ugrasacagina kokten yok etmeyi bir felsefe haline getirmistir. kucu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-01-11,2005,Enver Öktem,0,1,-0.5,negative,negative,,,,,,negative,False
cand_12429,,,bildiginiz gibi olmayacak olamayacak oldurmayacagiz sozleriyle milletin parlamentoya yansiyan iradesini reddeden ana muhalefet partisi bir yerlerden yapilacak bu secimin engellenmesini istiyordu.,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2007-05-07,2007,Mustafa Nuri Akbulut,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_01800,,,bakani olarak atandiktan cok kisa bir sure sonra grup baskanvekillerimiz sayin salih kapusuz ve eyup fatsa yla birlikte cumhuriyet halk partisi grubunun kapisini caldik. o donem grup baskanvekilleri olan sayin mustafa ozyurek -su anda karsimda oturuyor- ve sayin ,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-05-12,2004,Hüseyin Çelik,0,1,-0.5,negative,negative,,,,,,negative,False
cand_10757,,,ci yilini yasayan bir parlamento tablosuyla karsi karsiya. bu parlamento olusurken secmenlerin oyunun yuzde 34 uyle bir iktidar olusmustur. evet simdi eger onumuzdeki donemde turkiye nin cumhurbaskanligi gibi cok onemli bir makamina yapilacak olan,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-12-15,2006,Deniz Baykal,1,2,-0.25,negative,negative,,,,,,negative,False
cand_01813,,,stir sayin altikulac sadece ve sadece burada 20 dakikasini kalkmistir imam-hatiplerle ilgili soruna ayirmistir. bu bile akp hukumetinin bu tasarinin altinda universiteyi demokratiklestirme universiteyi cagdaslastirma universiteyi ozerklestirme,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-05-12,2004,Mehmet Tomanbay,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03571,,,erisinde ele alinirsa kavranabilir. kisacasi konu bir kurumun kaderi sorunu degil butun bir ulkenin gelecegi sorunudur. akp hukumeti kamu yonetimi reformu icerisinde geciremedigi hukumleri parcalayarak yasalastirmaya calismaktadir. bu yasa tas,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-01-13,2005,Ali Kemal Deveciler,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_01420,,,gibi bakanliklarin denetim birimleri olan teftis kurullari kaldirilmistir. tasarinin kamuoyundaki tartismalari surerken iktidar partisi sozculeri bilindigi gibi teftis kurullarinin tasfiyesine gerekce olarak yolsuzluklarin bu kurullara ragmen onle,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-02-25,2004,İzzet Çetin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03132,,,nden gecmis yasalasmistir. uygulamada bazi aksakliklar meydana gelirse sorunlar yasanirsa kuskusuz ki bunlari cozmek de iktidar olarak bizim gorevimizdir. bu konuda duyarli olmamizi tavsiye eden hacaloglu na tesekkur ediyoruz. bu konuda hukumet ol,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-21,2004,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06596,,,huriyet halk partili arkadaslarimizin devletin resmi borcunun odenmesi gerektigine ait vermis oldugu onerge ne yazik ki akp li milletvekilleri ve komisyon uyeleri tarafindan reddedildi 2006 yili butcesine hic para konmadi. nasil tarimdan yanas,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-21,2005,Kazım Türkmen,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05175,,,n karsisina cikarak aciklayamamistir. biraz once cayin sorunlariyla ilgili gundemdisi konusmayi bile iktidar partisinin akp rize milletvekilleri yapamamistir nigde milletvekili mahmut ugur cetin yapmistir.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-06-14,2005,Şevket Arz,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_03220,,,bii kaynaklar bakani sayin hilmi guler in agzindan defalarca dogrulanmasina karsin 3 kasimdan bu yana hukumeti ustlenen akp nin de soygunlari onleyecegiz elektrigi ucuzlatacagiz soylemine ragmen enerjideki mevcut temel politik tercihler surdur,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-24,2004,Mehmet Mesut Özakcan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11359,,,kciligi konusunda dort yildir hicbir sey yapmayan dolayli vergileri surekli artirarak butce aciklarini kapamaya calisan akp iktidari onceki iktidarlardan daha fazla sorumludur. degerli arkadaslarim ulkemizde 20 milyon yoksulluk sinirinin altin,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-01-24,2007,Sedat Uzunbay,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03096,,, butun katkilarinizdan bahsetmistir ama dogrusu bunu burada yaptiginiz konusmayla boyle karsilamamaniz gerekirdi. sayin baykal gercekten sizin siyasi tecrubenize sizin gecmisinize cok daha uygun bir sekilde burada sayin basbakana karsi daha hakli,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-12-20,2004,Abdullah Gül,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_02798,,,ik girisimi polisin sorusturmasi uzerine mulki amirin iznine baglamak cagin gereklerine uygun olmayan bir duzenlemeydi. hukumet gundemdeki tasariyla bu yanlisligi duzeltmeye calisiyor ama her zamanki gibi plansiz yeterince uzerinde calisilmamis gu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-11-24,2004,Hakkı Ülkü,0,1,-0.5,negative,negative,,,,,,negative,False
cand_12645,,,sil eden o makama dayatmayla ve milli gorusun onde gelen bir fedaisini oturtmaya calisarak milletin bam teline basti bu iktidar maalesef.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-17,2007,Ahmet Ersin,0,1,-0.5,negative,negative,,,,,,negative,False
cand_01992,,,ve cok onemli belli. bu sorunu cozmek lazim. bu onergemin kabul edilmesinde emegi gecen herkese tesekkur ediyorum basta akp grubu baskanvekillerine. iyi olmustur orman koylulerinin sorunlarinin cozulmesiyle ilgili komisyon kurulmasi arastirma ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-06-01,2004,Ahmet Küçük,1,2,-0.25,negative,negative,,,,,,negative,False
cand_08005,,,tesekkur ederim sayin baskan. akp zamaninda saglanan maas artislarini zeytinle aycicegi yagiyla zeytinyagiyla ve peynirle karsilastirdi simitle karsilast,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-03-16,2006,Enis Tütüncü,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_08921,,,sayin baskan toparliyorum. halka mi acacaksiniz yoksa parayi veren kim olursa olsun satacak misiniz sayin akp liler sozlerimi bitirirken sonuc olarak size diyorum ki esnaf sanatkar ve kucuk ticaret erbabinin finansal kaynak sorun,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-05-30,2006,Kemal Sağ,0,1,-0.5,negative,negative,,,,,,negative,False
cand_15368,,,ik bir kapi birakilmaktadir. degerli arkadaslar suphem odur ki bu tasari ozellestirme hazirligidir. caresizlik icindeki akp hukumeti issizligi bile ozellestirmeye calismaktadir. hukumet calisma hayatiyla cok tehlikeli bir sekilde oynamakta teh,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-06-01,2003,Enver Öktem,0,1,-0.5,negative,negative,,,,,,negative,False
cand_13078,,,uklarin kendi kendilerini yonetme yetkisidir. oysa ulkemizde bu hakkin yerli yerince kullanilmadigi ve kati bir merkezi hukumet vesayetinin yerel yonetimin gelismesini engelledigi bilinmektedir. bu yapiyi degistirmek icin katilim denetim temsil ve,Anavatan Partisi,Adalet ve Kalkınma Partisi,2007-05-30,2007,İbrahim Özdoğan,1,2,-0.25,negative,negative,,,,,,negative,False
cand_00391,,,da tutulmus kimi de siyasiye ulastirildigi icin anayasadaki engeller nedeniyle bir sey yapilamamis. simdi bu hukumet bu iktidar bu parlamento iktidar ve muhalefet umuyoruz ki bir seyler yapabilsin. degerli arkadaslar bu ornegi sunun icin verdim hu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-11-04,2003,Kemal Kılıçdaroğlu,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14281,,,e soyluyor. bir baskasi kurtulus imf kemal dervis ve yolsuzluklar karsisinda titreyen beceriksiz hukumetle olmaz. sayin baykal...,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2003-03-01,2003,Recep Tayyip Erdoğan,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_14115,,,li milletvekilleri buyuk degisimler ve buyuk gelismeler vaadiyle tek basina iktidara gelen ak parti hukumeti dort aylik iktidar deneyiminde gecmisteki yanlis ve ufuksuz uygulamalari devam ettirecegi izlenimi vermektedir. hukumet programi ve tarim ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-03-01,2003,Mehmet Vedat Melik,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03362,,,a birlikte yoksulluk siniri ise 1 562 000 000 liradir. ayda 50 000 000 lira civarinda bir vergi alinmaktadir. simdi biz akp liler ve chp liler olarak secimden once asgari ucretin vergidisi birakilacagini calismalarimizda devamli soyledik. akp ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2004-12-29,2004,Ali Kemal Deveciler,0,1,-0.5,negative,negative,,,,,,negative,False
cand_14367,,,degerli arkadaslarim yine akp grubu ayni zamanda genclerimizi siyasetin dolgu maddesi olarak goren anlayisi reddediyor dedi bir akp sozcusu. akp sozc,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-04-01,2003,Tuncay Ercenk,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06570,,, en kisa zamanda turkiye ortalamasina ulasmasi icin 37 trilyonluk bir ekodenek talebiyle onergemizi verdik ama maalesef akp milletvekillerinin akp plan ve butce komisyonu uyelerinin oylariyla reddedildi. ben bu konuyu tekrar dikkatinize sunuyo,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-20,2005,Ahmet Küçük,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03330,,,i devam etseydi belki bugun bu noktalara da gelmeyebilirdik. bir diger nokta da su burada sahsimla alakali olarak sayin baykal bir ifadede bulundular. oyle zannediyorum ki ya gazete haberi kendilerini yaniltmis oldu veyahut da burada yanlis bir k,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-12-28,2004,Recep Tayyip Erdoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_00535,,,n tedavi giderleri karsilanamamakta ve dolayisiyla binlerce seker iscimiz perisan olmaktadir birinci sorun bu. ikincisi akp iktidari secim oncesi pancardaki kotanin kaldirilacagi hicbir kota sinirlamasinin yapilmayacagi taahhudunde bulunmustu.,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2003-12-02,2003,Orhan Eraslan,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_12763,,,i karsi karsiya koyan isi terorle mucadelenin demokrasiye zarar veren bir olgu oldugunu ifade etmeye kadar vardiran bir iktidar var karsimizda. terorun oldugu yerde demokrasi olur mu diye soruyoruz ama orali bile olmuyorlar baska yerlerde demokras,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-05-23,2007,Mehmet Kesimoğlu,0,4,-0.8,negative,negative,,,,,,negative,False
cand_07991,,,evet sayin baskanim bugun iktidar partisinin kirkbes gun beklettigi halde komisyonlara goturmeden... ve ben iktidar partisinin bu tutumuna karsi soz aliy,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-03-16,2006,Hüseyin Özcan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_03442,,,tanesi oldugunu ve bu konunun danistayda oldugunu soyledim. sayin bakan bulundugu yerden cok yanlis bilgi veriyor dedi. akp li sozcu arkadas da saptiriyor yanlis bilgi verdi dedi. eger bu bilgi yanlissa bir akp li bakanin verdigi bilgidir ben ,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-01-06,2005,Mustafa Gazalcı,0,3,-0.75,negative,negative,,,,,,negative,False
cand_10269,,,z size hatirlatmak istiyoruz arkadaslar sizler iktidarsiniz. bu ulkenin sorunlarini iktidarlar cozer ama gordugum kadar iktidar gibi olma niyetiniz de yok. sayin mehmet ali sahin bireyleri avrupa insan haklari mahkemesine birey olarak gitmekle yan,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-11-02,2006,Hüseyin Güler,0,1,-0.5,negative,negative,,,,,,negative,False
cand_07621,,,e ama on yil icerisinde odesin cunku o sanayiciye ihtiyac var. o sanayici o hani cumhuriyet tarihinin 10 5 lik 10 3 luk akp doneminin yarattigi issizlere is bulacak o sanayici. eger o sanayiciye bunu yapmaz iseniz o sanayicinin isini toparlama,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-02-16,2006,Hasan Ören,0,1,-0.5,negative,negative,,,,,,negative,False
cand_12537,,,fakat bugunku sistem buna engel oluyor ve bu engel olan sistemi de ak parti hukumeti bugune kadar cozemedi.,Anavatan Partisi,Adalet ve Kalkınma Partisi,2007-05-09,2007,İbrahim Özdoğan,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_11497,,,liyorum hekim olmama ragmen- toplumda genel bir sikinti oldugunu -bilhassa meslek gruplari acisindan- ben bir kere daha iktidar partisi milletvekili arkadaslarima bu konuyu hatirlatmak istiyorum. degerli arkadaslarim simdi degisik seyler soyledi k,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2007-02-14,2007,Haluk Koç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_11154,,,sayin milletvekilleri iktidarinizin her vesileyle soyledigi bir yanlisi duzeltmemiz lazim. ozellikle son gunlerde butun iktidar sozculeri -sayin basbakan dahil- cumhuriyet tarihinin diye baslayip en bilmen ne en bilmem ne diye gidiyorsunuz. agir o,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-12-23,2006,Engin Altay,0,1,-0.5,negative,negative,,,,,,negative,False
cand_09160,,,utcenin dengesini kurmak icin bu sefer harcamalari kismakla karsi karsiya kalacaksiniz. iste bugun saglik harcamalarini hukumet kismak istiyor. neden kismak istiyor cunku daha once tekstilde bir kdv indirimi yapti tekstildeki kdv indirimi hedefe u,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2006-06-13,2006,Akif Hamzaçebi,0,2,-0.6667,negative,negative,,,,,,negative,False
cand_03278,,, cunku onlarin da partisi vardir onlarin da tabani vardir. biz o muhalefet siralarinda oturduk. hele ben olsaydim orada chp nin yerinde bu kursude neler soylerdim neler soylerdim .. salih de orada karsimda goruyor biz ikimiz bu parlamentoyu sa,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2004-12-26,2004,Zeki Ergezen,0,1,-0.5,negative,negative,,,,,,negative,False
cand_05963,,, buna karsi. bunlar buna karsi olduguna gore bu sorunlari cozmek lazim. bu da iktidarin gorevi arkadaslar. simdi siz bu chp nin dedigine falan bakmayin. bunlarin yuzde 7 oyu var yani toplam halk bunlari yuzde 7 dinliyor yuzde 93 halkin bunlarl,Adalet ve Kalkınma Partisi,Cumhuriyet Halk Partisi,2005-10-28,2005,Süleyman Sarıbaş,0,3,-0.75,negative,negative,,,,,,negative,False
cand_04341,,,meclis arastirmasi acilmasina yonelik onergesi genel kurulda gorusulerek reddedildi. gerekce olarak sayin haluk ipek in akp grubu adina konusmasinin son bolumunu aynen aktariyorum ak parti grubu esnaf ve sanatkarimizin problemlerinin arastiril,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-04-12,2005,Vahit Çekmez,0,1,-0.5,negative,negative,,,,,,negative,False
cand_10131,,,man gelecek ogretim yili bitecek arkasindan bunca sikintilar kisir donguye donusecek ve arkasindan gelecek. haklisiniz. akp iktidarinin anlayisi hep gelecek goc yolunda duzelir bir mantigi. yeter artik arkadaslar aklin ve bilimin yolu bizim ic,Anavatan Partisi,Adalet ve Kalkınma Partisi,2006-10-19,2006,Hüseyin Güler,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06316,,, kadar acik ve net iken ve secildikten sonra hepimiz anayasaya sadakatten ayrilmayacagimiza yemin etmis olmamiza karsin akp iktidari ve parti kimliginden siyrilamamis sayin meclis baskani tarafindan hukuk devleti olgusu anayasa mahkemesi olgus,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-15,2005,Muharrem Kılıç,0,1,-0.5,negative,negative,,,,,,negative,False
cand_09228,,,ak partinin icerisinde yer alan su anda ak parti siralarinda oturan bir milletvekili soyluyor bunu teskilatlarda yolsuzluk yapiliyor diyor. bir milletvekili hatay daki ,Doğru Yol Partisi,Adalet ve Kalkınma Partisi,2006-06-20,2006,Ümmet Kandoğan,0,1,-0.5,negative,negative,,,,,,negative,False
cand_06657,,,yatagin 20 euroya satildigi bir ulkede oda basina 70 dolarlik bir telif masrafini nasil karsiliyorsunuz ucuncu sorum su hukumet olarak siz icki yasagi otellerdeki havuzlardaki haremlik-selamlik gecmisinizden gelen turist doviz getirir ahlak goturu,Cumhuriyet Halk Partisi,Adalet ve Kalkınma Partisi,2005-12-22,2005,Osman Kaptan,0,1,-0.5,negative,negative,,,,,,negative,False
